ORDERNUMBER,QUANTITY ORDERED,PRICE EACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10374.00,22.00,100.00,1.00,3834.38,2/2/2005 0:00,Shipped,1.00,2.00,2005.00,Motorcycles,193.00,S10_4698,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Medium
10388.00,21.00,86.77,7.00,1822.17,3/3/2005 0:00,Shipped,1.00,3.00,2005.00,Motorcycles,193.00,S10_4698,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,NA,Benitez,Violeta,Small
10403.00,66.00,100.00,9.00,11886.60,4/8/2005 0:00,Shipped,2.00,4.00,2005.00,Motorcycles,193.00,S10_4698,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Large
10417.00,56.00,100.00,4.00,9218.16,5/13/2005 0:00,Disputed,2.00,5.00,2005.00,Motorcycles,193.00,S10_4698,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Large
10105.00,50.00,100.00,2.00,7208.00,2/11/2003 0:00,Shipped,1.00,2.00,2003.00,Classic Cars,136.00,S10_4757,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Large
10119.00,46.00,100.00,11.00,5004.80,4/28/2003 0:00,Shipped,2.00,4.00,2003.00,Classic Cars,136.00,S10_4757,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium
10129.00,33.00,100.00,2.00,4398.24,6/12/2003 0:00,Shipped,2.00,6.00,2003.00,Classic Cars,136.00,S10_4757,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Medium
10143.00,49.00,100.00,15.00,5597.76,8/10/2003 0:00,Shipped,3.00,8.00,2003.00,Classic Cars,136.00,S10_4757,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA,Tam,Wing C,Medium
10155.00,32.00,100.00,13.00,4526.08,10/6/2003 0:00,Shipped,4.00,10.00,2003.00,Classic Cars,136.00,S10_4757,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Medium
10167.00,44.00,100.00,9.00,5924.16,10/23/2003 0:00,Cancelled,4.00,10.00,2003.00,Classic Cars,136.00,S10_4757,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium
10178.00,24.00,100.00,12.00,3492.48,11/8/2003 0:00,Shipped,4.00,11.00,2003.00,Classic Cars,136.00,S10_4757,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA,Roulet,Annette,Medium
10186.00,26.00,100.00,9.00,3854.24,11/14/2003 0:00,Shipped,4.00,11.00,2003.00,Classic Cars,136.00,S10_4757,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,,London,,WA1 1DP,UK,EMEA,Hardy,Thomas,Medium
10197.00,45.00,100.00,6.00,5324.40,11/26/2003 0:00,Shipped,4.00,11.00,2003.00,Classic Cars,136.00,S10_4757,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Medium
10209.00,39.00,100.00,8.00,5197.92,1/9/2004 0:00,Shipped,1.00,1.00,2004.00,Classic Cars,136.00,S10_4757,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,,Los Angeles,CA,,USA,NA,Chandler,Michael,Medium
10222.00,49.00,100.00,12.00,5997.60,2/19/2004 0:00,Shipped,1.00,2.00,2004.00,Classic Cars,136.00,S10_4757,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,NA,Thompson,Valarie,Medium
10248.00,20.00,100.00,3.00,2910.40,5/7/2004 0:00,Cancelled,2.00,5.00,2004.00,Classic Cars,136.00,S10_4757,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Small
10261.00,27.00,100.00,1.00,3378.24,6/17/2004 0:00,Shipped,2.00,6.00,2004.00,Classic Cars,136.00,S10_4757,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,NA,Fresnisre,Jean,Medium
10273.00,30.00,100.00,4.00,3508.80,7/21/2004 0:00,Shipped,3.00,7.00,2004.00,Classic Cars,136.00,S10_4757,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Medium
10283.00,25.00,100.00,6.00,2992.00,8/20/2004 0:00,Shipped,3.00,8.00,2004.00,Classic Cars,136.00,S10_4757,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Small
10295.00,24.00,100.00,1.00,3427.20,9/10/2004 0:00,Shipped,3.00,9.00,2004.00,Classic Cars,136.00,S10_4757,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,NA,Yoshido,Juri,Medium
10307.00,22.00,100.00,9.00,2692.80,10/14/2004 0:00,Shipped,4.00,10.00,2004.00,Classic Cars,136.00,S10_4757,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca,Small
10316.00,33.00,100.00,17.00,4128.96,11/1/2004 0:00,Shipped,4.00,11.00,2004.00,Classic Cars,136.00,S10_4757,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Medium
10325.00,47.00,64.93,6.00,3051.71,11/5/2004 0:00,Shipped,4.00,11.00,2004.00,Classic Cars,136.00,S10_4757,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium
10337.00,25.00,48.05,8.00,1201.25,11/21/2004 0:00,Shipped,4.00,11.00,2004.00,Classic Cars,136.00,S10_4757,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,NA,Hernandez,Maria,Small
10350.00,26.00,75.47,5.00,1962.22,12/2/2004 0:00,Shipped,4.00,12.00,2004.00,Classic Cars,136.00,S10_4757,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10359.00,48.00,54.68,6.00,2624.64,12/15/2004 0:00,Shipped,4.00,12.00,2004.00,Classic Cars,136.00,S10_4757,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Small
10373.00,39.00,100.00,3.00,4046.25,1/31/2005 0:00,Shipped,1.00,1.00,2005.00,Classic Cars,136.00,S10_4757,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Medium
10384.00,34.00,100.00,4.00,4846.70,2/23/2005 0:00,Shipped,1.00,2.00,2005.00,Classic Cars,136.00,S10_4757,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Medium
10395.00,32.00,100.00,2.00,3370.56,3/17/2005 0:00,Shipped,1.00,3.00,2005.00,Classic Cars,136.00,S10_4757,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Medium
10400.00,64.00,100.00,9.00,9661.44,4/1/2005 0:00,Shipped,2.00,4.00,2005.00,Classic Cars,136.00,S10_4757,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Large
10414.00,19.00,100.00,3.00,2764.88,5/6/2005 0:00,On Hold,2.00,5.00,2005.00,Classic Cars,136.00,S10_4757,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,NA,Yoshido,Juri,Small
10103.00,42.00,100.00,4.00,5398.26,1/29/2003 0:00,Shipped,1.00,1.00,2003.00,Classic Cars,147.00,S10_4962,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium
10114.00,31.00,100.00,8.00,4305.28,4/1/2003 0:00,Shipped,2.00,4.00,2003.00,Classic Cars,147.00,S10_4962,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Medium
10126.00,22.00,100.00,4.00,3347.74,5/28/2003 0:00,Shipped,2.00,5.00,2003.00,Classic Cars,147.00,S10_4962,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Medium
10140.00,26.00,100.00,4.00,3188.12,7/24/2003 0:00,Shipped,3.00,7.00,2003.00,Classic Cars,147.00,S10_4962,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,NA,Hirano,Juri,Medium
10150.00,20.00,100.00,1.00,3191.20,9/19/2003 0:00,Shipped,3.00,9.00,2003.00,Classic Cars,147.00,S10_4962,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium
10164.00,21.00,100.00,2.00,3536.82,10/21/2003 0:00,Resolved,4.00,10.00,2003.00,Classic Cars,147.00,S10_4962,Mini Auto Werke,7675-3555,Kirchgasse 6,,Graz,,8010,Austria,EMEA,Mendel,Roland,Medium
10175.00,33.00,100.00,9.00,5362.83,11/6/2003 0:00,Shipped,4.00,11.00,2003.00,Classic Cars,147.00,S10_4962,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Medium
10183.00,28.00,100.00,1.00,3433.36,11/13/2003 0:00,Shipped,4.00,11.00,2003.00,Classic Cars,147.00,S10_4962,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca,Medium
10194.00,26.00,100.00,4.00,4263.74,11/25/2003 0:00,Shipped,4.00,11.00,2003.00,Classic Cars,147.00,S10_4962,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium
10207.00,31.00,100.00,15.00,4076.19,12/9/2003 0:00,Shipped,4.00,12.00,2003.00,Classic Cars,147.00,S10_4962,Diecast Collectables,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,NA,Franco,Valarie,Medium
10217.00,48.00,100.00,4.00,7020.48,2/4/2004 0:00,Shipped,1.00,2.00,2004.00,Classic Cars,147.00,S10_4962,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Large
10229.00,50.00,100.00,9.00,6426.50,3/11/2004 0:00,Shipped,1.00,3.00,2004.00,Classic Cars,147.00,S10_4962,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10245.00,28.00,100.00,2.00,4591.72,5/4/2004 0:00,Shipped,2.00,5.00,2004.00,Classic Cars,147.00,S10_4962,Super Scale Inc.,2035559545,567 North Pendale Street,,New Haven,CT,97823,USA,NA,Murphy,Leslie,Medium
10259.00,26.00,100.00,12.00,4033.38,6/15/2004 0:00,Shipped,2.00,6.00,2004.00,Classic Cars,147.00,S10_4962,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Medium
10270.00,32.00,100.00,2.00,4302.08,7/19/2004 0:00,Shipped,3.00,7.00,2004.00,Classic Cars,147.00,S10_4962,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium
10281.00,44.00,100.00,9.00,7020.64,8/19/2004 0:00,Shipped,3.00,8.00,2004.00,Classic Cars,147.00,S10_4962,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Kyung,Large
10291.00,30.00,100.00,4.00,3855.90,9/8/2004 0:00,Shipped,3.00,9.00,2004.00,Classic Cars,147.00,S10_4962,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium
10305.00,38.00,100.00,13.00,6680.78,10/13/2004 0:00,Shipped,4.00,10.00,2004.00,Classic Cars,147.00,S10_4962,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Medium
10313.00,40.00,100.00,7.00,6678.00,10/22/2004 0:00,Shipped,4.00,10.00,2004.00,Classic Cars,147.00,S10_4962,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi,Medium
10322.00,46.00,61.99,8.00,2851.54,11/4/2004 0:00,Shipped,4.00,11.00,2004.00,Classic Cars,147.00,S10_4962,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Small
10334.00,26.00,100.00,2.00,3188.12,11/19/2004 0:00,On Hold,4.00,11.00,2004.00,Classic Cars,147.00,S10_4962,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium
10347.00,27.00,100.00,2.00,4428.00,11/29/2004 0:00,Shipped,4.00,11.00,2004.00,Classic Cars,147.00,S10_4962,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium
10357.00,43.00,100.00,9.00,5780.92,12/10/2004 0:00,Shipped,4.00,12.00,2004.00,Classic Cars,147.00,S10_4962,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10370.00,35.00,65.63,4.00,2297.05,1/20/2005 0:00,Shipped,1.00,1.00,2005.00,Classic Cars,147.00,S10_4962,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small
10381.00,37.00,100.00,6.00,6231.54,2/17/2005 0:00,Shipped,1.00,2.00,2005.00,Classic Cars,147.00,S10_4962,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Medium
10391.00,37.00,46.90,7.00,1735.30,3/9/2005 0:00,Shipped,1.00,3.00,2005.00,Classic Cars,147.00,S10_4962,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small
10411.00,27.00,100.00,2.00,4427.73,5/1/2005 0:00,Shipped,2.00,5.00,2005.00,Classic Cars,147.00,S10_4962,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,NA,Fresnisre,Jean,Medium
10425.00,38.00,100.00,12.00,5894.94,5/31/2005 0:00,In Process,2.00,5.00,2005.00,Classic Cars,147.00,S10_4962,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium
10108.00,33.00,100.00,6.00,5265.15,3/3/2003 0:00,Shipped,1.00,3.00,2003.00,Classic Cars,194.00,S12_1099,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Medium
10122.00,42.00,100.00,10.00,7599.90,5/8/2003 0:00,Shipped,2.00,5.00,2003.00,Classic Cars,194.00,S12_1099,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Large
10135.00,42.00,100.00,7.00,8008.56,7/2/2003 0:00,Shipped,3.00,7.00,2003.00,Classic Cars,194.00,S12_1099,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Large
10147.00,48.00,100.00,7.00,9245.76,9/5/2003 0:00,Shipped,3.00,9.00,2003.00,Classic Cars,194.00,S12_1099,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,NA,Nelson,Allen,Large
10159.00,41.00,100.00,2.00,8296.35,10/10/2003 0:00,Shipped,4.00,10.00,2003.00,Classic Cars,194.00,S12_1099,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Large
10169.00,30.00,100.00,2.00,5019.90,11/4/2003 0:00,Shipped,4.00,11.00,2003.00,Classic Cars,194.00,S12_1099,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium
10181.00,27.00,100.00,14.00,5411.07,11/12/2003 0:00,Shipped,4.00,11.00,2003.00,Classic Cars,194.00,S12_1099,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Medium
10191.00,21.00,100.00,3.00,3840.90,11/20/2003 0:00,Shipped,4.00,11.00,2003.00,Classic Cars,194.00,S12_1099,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium
10203.00,20.00,100.00,8.00,3930.40,12/2/2003 0:00,Shipped,4.00,12.00,2003.00,Classic Cars,194.00,S12_1099,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10211.00,41.00,100.00,2.00,7498.90,1/15/2004 0:00,Shipped,1.00,1.00,2004.00,Classic Cars,194.00,S12_1099,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Large
10225.00,27.00,100.00,9.00,4517.91,2/22/2004 0:00,Shipped,1.00,2.00,2004.00,Classic Cars,194.00,S12_1099,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium
10238.00,28.00,100.00,3.00,5774.72,4/9/2004 0:00,Shipped,2.00,4.00,2004.00,Classic Cars,194.00,S12_1099,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium
10253.00,24.00,100.00,13.00,3922.56,6/1/2004 0:00,Cancelled,2.00,6.00,2004.00,Classic Cars,194.00,S12_1099,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium
10266.00,44.00,100.00,14.00,9160.36,7/6/2004 0:00,Shipped,3.00,7.00,2004.00,Classic Cars,194.00,S12_1099,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Large
10276.00,50.00,100.00,3.00,9631.00,8/2/2004 0:00,Shipped,3.00,8.00,2004.00,Classic Cars,194.00,S12_1099,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,,Brickhaven,MA,58339,USA,NA,Barajas,Miguel,Large
10287.00,21.00,100.00,12.00,3432.24,8/30/2004 0:00,Shipped,3.00,8.00,2004.00,Classic Cars,194.00,S12_1099,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium
10300.00,33.00,100.00,5.00,5521.89,10/4/2003 0:00,Shipped,4.00,10.00,2003.00,Classic Cars,194.00,S12_1099,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Medium
10310.00,33.00,100.00,10.00,6934.62,10/16/2004 0:00,Shipped,4.00,10.00,2004.00,Classic Cars,194.00,S12_1099,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium
10320.00,31.00,100.00,3.00,6876.11,11/3/2004 0:00,Shipped,4.00,11.00,2004.00,Classic Cars,194.00,S12_1099,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium
10329.00,41.00,71.47,5.00,2930.27,11/15/2004 0:00,Shipped,4.00,11.00,2004.00,Classic Cars,194.00,S12_1099,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Small
10341.00,45.00,79.65,2.00,3584.25,11/24/2004 0:00,Shipped,4.00,11.00,2004.00,Classic Cars,194.00,S12_1099,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium
10363.00,33.00,85.39,3.00,2817.87,1/6/2005 0:00,Shipped,1.00,1.00,2005.00,Classic Cars,194.00,S12_1099,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Small
10375.00,45.00,76.00,7.00,3420.00,2/3/2005 0:00,Shipped,1.00,2.00,2005.00,Classic Cars,194.00,S12_1099,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium
10389.00,26.00,99.04,4.00,2575.04,3/3/2005 0:00,Shipped,1.00,3.00,2005.00,Classic Cars,194.00,S12_1099,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Small
10419.00,12.00,100.00,13.00,1961.28,5/17/2005 0:00,Shipped,2.00,5.00,2005.00,Classic Cars,194.00,S12_1099,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Small
10105.00,41.00,100.00,15.00,8690.36,2/11/2003 0:00,Shipped,1.00,2.00,2003.00,Classic Cars,207.00,S12_1108,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Large
10117.00,33.00,100.00,9.00,6034.38,4/16/2003 0:00,Shipped,2.00,4.00,2003.00,Classic Cars,207.00,S12_1108,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium
10127.00,46.00,100.00,2.00,11279.20,6/3/2003 0:00,Shipped,2.00,6.00,2003.00,Classic Cars,207.00,S12_1108,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff,Large
10142.00,33.00,100.00,12.00,8023.29,8/8/2003 0:00,Shipped,3.00,8.00,2003.00,Classic Cars,207.00,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Large
10153.00,20.00,100.00,11.00,4904.00,9/28/2003 0:00,Shipped,3.00,9.00,2003.00,Classic Cars,207.00,S12_1108,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10165.00,44.00,100.00,3.00,8594.52,10/22/2003 0:00,Shipped,4.00,10.00,2003.00,Classic Cars,207.00,S12_1108,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Large
10176.00,33.00,100.00,2.00,7474.50,11/6/2003 0:00,Shipped,4.00,11.00,2003.00,Classic Cars,207.00,S12_1108,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Large
10185.00,21.00,100.00,13.00,3883.74,11/14/2003 0:00,Shipped,4.00,11.00,2003.00,Classic Cars,207.00,S12_1108,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA,Tam,Wing C,Medium
10196.00,47.00,100.00,5.00,8887.70,11/26/2003 0:00,Shipped,4.00,11.00,2003.00,Classic Cars,207.00,S12_1108,Super Scale Inc.,2035559545,567 North Pendale Street,,New Haven,CT,97823,USA,NA,Murphy,Leslie,Large
10208.00,46.00,100.00,13.00,8602.92,1/2/2004 0:00,Shipped,1.00,1.00,2004.00,Classic Cars,207.00,S12_1108,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Large
10220.00,32.00,100.00,2.00,7181.44,2/12/2004 0:00,Shipped,1.00,2.00,2004.00,Classic Cars,207.00,S12_1108,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Large
10231.00,42.00,100.00,2.00,8378.58,3/19/2004 0:00,Shipped,1.00,3.00,2004.00,Classic Cars,207.00,S12_1108,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",,Madrid,,28023,Spain,EMEA,Fernandez,Jesus,Large
10247.00,44.00,100.00,2.00,10606.20,5/5/2004 0:00,Shipped,2.00,5.00,2004.00,Classic Cars,207.00,S12_1108,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Large
10272.00,35.00,100.00,2.00,5818.40,7/20/2004 0:00,Shipped,3.00,7.00,2004.00,Classic Cars,207.00,S12_1108,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Kyung,Medium
10282.00,41.00,100.00,5.00,7071.27,8/20/2004 0:00,Shipped,3.00,8.00,2004.00,Classic Cars,207.00,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Large
10293.00,46.00,100.00,8.00,8411.56,9/9/2004 0:00,Shipped,3.00,9.00,2004.00,Classic Cars,207.00,S12_1108,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Large
10306.00,31.00,100.00,13.00,6570.76,10/14/2004 0:00,Shipped,4.00,10.00,2004.00,Classic Cars,207.00,S12_1108,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium
10314.00,38.00,100.00,5.00,7975.44,10/22/2004 0:00,Shipped,4.00,10.00,2004.00,Classic Cars,207.00,S12_1108,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Large
